transaction_id,n_tests_triggered,tests_triggered,reasons,ml_anomaly_score,ml_flag,risk_score,risk_level
JE104542,1.0,statistical_outlier,Statistical outlier for account 'Travel & Expense' (IQR method),0.3852,normal,0.5926,Medium
JE108103,3.0,"off_hours_weekend, statistical_outlier, month_end_late_hour_posting",Posted on weekend or outside business hours | Statistical outlier for account 'Consulting Fees' (IQR method) | Month-end late-hour posting,0.3852,normal,0.5926,Medium
JE102121,1.0,statistical_outlier,Statistical outlier for account 'Office Supplies' (IQR method),0.3828,normal,0.5914,Medium
JE107872,1.0,statistical_outlier,Statistical outlier for account 'Accounts Payable' (IQR method),0.3824,normal,0.5912,Medium
JE108048,2.0,"off_hours_weekend, statistical_outlier",Posted on weekend or outside business hours | Statistical outlier for account 'Marketing Spend' (IQR method),0.3793,normal,0.5896,Medium
JE104206,1.0,duplicate,Duplicate vendor+amount+date combination,0.2748,normal,0.5874,Medium
JE108004,1.0,duplicate,Duplicate vendor+amount+date combination,0.2748,normal,0.5874,Medium
JE103153,1.0,duplicate,Duplicate vendor+amount+date combination,0.2746,normal,0.5873,Medium
JE108014,1.0,duplicate,Duplicate vendor+amount+date combination,0.2746,normal,0.5873,Medium
JE103583,1.0,statistical_outlier,Statistical outlier for account 'Accounts Receivable' (IQR method),0.3742,normal,0.5871,Medium
JE107784,1.0,statistical_outlier,Statistical outlier for account 'Inventory' (IQR method),0.3735,normal,0.5868,Medium
JE103593,1.0,statistical_outlier,Statistical outlier for account 'Accounts Payable' (IQR method),0.3704,normal,0.5852,Medium
JE103535,1.0,statistical_outlier,Statistical outlier for account 'Consulting Fees' (IQR method),0.3687,normal,0.5844,Medium
JE103374,1.0,statistical_outlier,Statistical outlier for account 'Rent' (IQR method),0.3686,normal,0.5843,Medium
JE103313,1.0,statistical_outlier,Statistical outlier for account 'Utilities' (IQR method),0.3666,normal,0.5833,Medium
JE102545,1.0,statistical_outlier,Statistical outlier for account 'Inventory' (IQR method),0.3651,normal,0.5826,Medium
JE107211,1.0,statistical_outlier,Statistical outlier for account 'Marketing Spend' (IQR method),0.3638,normal,0.5819,Medium
JE101383,1.0,statistical_outlier,Statistical outlier for account 'Office Supplies' (IQR method),0.3626,normal,0.5813,Medium
JE102802,1.0,statistical_outlier,Statistical outlier for account 'Utilities' (IQR method),0.3618,normal,0.5809,Medium
JE102036,1.0,statistical_outlier,Statistical outlier for account 'Payroll' (IQR method),0.3618,normal,0.5809,Medium
JE107956,1.0,statistical_outlier,Statistical outlier for account 'Utilities' (IQR method),0.3615,normal,0.5808,Medium
JE107958,1.0,statistical_outlier,Statistical outlier for account 'Utilities' (IQR method),0.3594,normal,0.5797,Medium
JE103456,1.0,statistical_outlier,Statistical outlier for account 'Utilities' (IQR method),0.3591,normal,0.5796,Medium
JE101277,1.0,statistical_outlier,Statistical outlier for account 'Travel & Expense' (IQR method),0.3559,normal,0.578,Medium
JE103229,1.0,duplicate,Duplicate vendor+amount+date combination,0.2553,normal,0.5776,Medium
JE108005,1.0,duplicate,Duplicate vendor+amount+date combination,0.2553,normal,0.5776,Medium
JE102305,1.0,statistical_outlier,Statistical outlier for account 'Accounts Payable' (IQR method),0.3545,normal,0.5772,Medium
JE102507,1.0,statistical_outlier,Statistical outlier for account 'Marketing Spend' (IQR method),0.3537,normal,0.5769,Medium
JE107167,1.0,statistical_outlier,Statistical outlier for account 'Marketing Spend' (IQR method),0.3533,normal,0.5766,Medium
JE103660,1.0,statistical_outlier,Statistical outlier for account 'Travel & Expense' (IQR method),0.3523,normal,0.5762,Medium
JE104998,1.0,statistical_outlier,Statistical outlier for account 'Payroll' (IQR method),0.3515,normal,0.5758,Medium
JE104281,1.0,statistical_outlier,Statistical outlier for account 'Rent' (IQR method),0.3512,normal,0.5756,Medium
JE108019,2.0,"round_number, statistical_outlier",Round-number amount | Statistical outlier for account 'Rent' (IQR method),0.3504,normal,0.5752,Medium
JE101220,1.0,statistical_outlier,Statistical outlier for account 'Travel & Expense' (IQR method),0.3481,normal,0.5741,Medium
JE104785,1.0,statistical_outlier,Statistical outlier for account 'Travel & Expense' (IQR method),0.3479,normal,0.574,Medium
JE105494,1.0,statistical_outlier,Statistical outlier for account 'Accounts Payable' (IQR method),0.3477,normal,0.5738,Medium
JE107851,1.0,statistical_outlier,Statistical outlier for account 'Payroll' (IQR method),0.3467,normal,0.5734,Medium
JE102193,1.0,statistical_outlier,Statistical outlier for account 'Consulting Fees' (IQR method),0.3463,normal,0.5732,Medium
JE100394,1.0,statistical_outlier,Statistical outlier for account 'Travel & Expense' (IQR method),0.3464,normal,0.5732,Medium
JE103242,1.0,statistical_outlier,Statistical outlier for account 'Consulting Fees' (IQR method),0.3458,normal,0.5729,Medium
JE100235,1.0,statistical_outlier,Statistical outlier for account 'Travel & Expense' (IQR method),0.3452,normal,0.5726,Medium
JE108009,1.0,duplicate,Duplicate vendor+amount+date combination,0.2451,normal,0.5726,Medium
JE101186,1.0,duplicate,Duplicate vendor+amount+date combination,0.2451,normal,0.5726,Medium
JE104366,1.0,statistical_outlier,Statistical outlier for account 'Office Supplies' (IQR method),0.3438,normal,0.5719,Medium
JE107498,1.0,statistical_outlier,Statistical outlier for account 'Marketing Spend' (IQR method),0.3432,normal,0.5716,Medium
JE104524,1.0,statistical_outlier,Statistical outlier for account 'Accounts Receivable' (IQR method),0.3422,normal,0.5711,Medium
JE101935,1.0,statistical_outlier,Statistical outlier for account 'Payroll' (IQR method),0.3419,normal,0.571,Medium
JE100886,1.0,statistical_outlier,Statistical outlier for account 'Accounts Receivable' (IQR method),0.3416,normal,0.5708,Medium
JE101639,1.0,statistical_outlier,Statistical outlier for account 'Travel & Expense' (IQR method),0.3412,normal,0.5706,Medium
JE107737,1.0,statistical_outlier,Statistical outlier for account 'Payroll' (IQR method),0.3405,normal,0.5702,Medium
JE101414,2.0,"off_hours_weekend, statistical_outlier",Posted on weekend or outside business hours | Statistical outlier for account 'Utilities' (IQR method),0.3396,normal,0.5698,Medium
JE101912,1.0,statistical_outlier,Statistical outlier for account 'Office Supplies' (IQR method),0.3388,normal,0.5694,Medium
JE108008,1.0,duplicate,Duplicate vendor+amount+date combination,0.2387,normal,0.5694,Medium
JE103492,1.0,duplicate,Duplicate vendor+amount+date combination,0.2387,normal,0.5694,Medium
JE102721,1.0,statistical_outlier,Statistical outlier for account 'Accounts Receivable' (IQR method),0.3376,normal,0.5688,Medium
JE105581,1.0,statistical_outlier,Statistical outlier for account 'Payroll' (IQR method),0.3376,normal,0.5688,Medium
JE104248,1.0,statistical_outlier,Statistical outlier for account 'Travel & Expense' (IQR method),0.3359,normal,0.568,Medium
JE101830,1.0,duplicate,Duplicate vendor+amount+date combination,0.2348,normal,0.5674,Medium
JE108011,1.0,duplicate,Duplicate vendor+amount+date combination,0.2348,normal,0.5674,Medium
JE103410,1.0,statistical_outlier,Statistical outlier for account 'Rent' (IQR method),0.3331,normal,0.5666,Medium
JE107059,1.0,statistical_outlier,Statistical outlier for account 'Marketing Spend' (IQR method),0.3331,normal,0.5666,Medium
JE107331,1.0,statistical_outlier,Statistical outlier for account 'Inventory' (IQR method),0.3327,normal,0.5664,Medium
JE102306,1.0,statistical_outlier,Statistical outlier for account 'Payroll' (IQR method),0.3297,normal,0.5649,Medium
JE103554,1.0,statistical_outlier,Statistical outlier for account 'Inventory' (IQR method),0.3295,normal,0.5648,Medium
JE100623,1.0,statistical_outlier,Statistical outlier for account 'Travel & Expense' (IQR method),0.3295,normal,0.5648,Medium
JE101925,1.0,statistical_outlier,Statistical outlier for account 'Rent' (IQR method),0.3271,normal,0.5636,Medium
JE100379,1.0,statistical_outlier,Statistical outlier for account 'Accounts Payable' (IQR method),0.3273,normal,0.5636,Medium
JE101013,1.0,statistical_outlier,Statistical outlier for account 'Rent' (IQR method),0.3266,normal,0.5633,Medium
JE101930,1.0,statistical_outlier,Statistical outlier for account 'Payroll' (IQR method),0.3228,normal,0.5614,Medium
JE104871,1.0,statistical_outlier,Statistical outlier for account 'Consulting Fees' (IQR method),0.3223,normal,0.5612,Medium
JE105151,2.0,"off_hours_weekend, statistical_outlier",Posted on weekend or outside business hours | Statistical outlier for account 'Marketing Spend' (IQR method),0.322,normal,0.561,Medium
JE103462,1.0,statistical_outlier,Statistical outlier for account 'Inventory' (IQR method),0.3214,normal,0.5607,Medium
JE102820,2.0,"off_hours_weekend, month_end_late_hour_posting",Posted on weekend or outside business hours | Month-end late-hour posting,0.6207,anomaly,0.5604,Medium
JE107442,1.0,statistical_outlier,Statistical outlier for account 'Utilities' (IQR method),0.3204,normal,0.5602,Medium
JE100157,1.0,statistical_outlier,Statistical outlier for account 'Travel & Expense' (IQR method),0.3204,normal,0.5602,Medium
JE108111,2.0,"off_hours_weekend, month_end_late_hour_posting",Posted on weekend or outside business hours | Month-end late-hour posting,0.6191,anomaly,0.5596,Medium
JE101024,1.0,statistical_outlier,Statistical outlier for account 'Payroll' (IQR method),0.3188,normal,0.5594,Medium
JE100168,1.0,statistical_outlier,Statistical outlier for account 'Payroll' (IQR method),0.3186,normal,0.5593,Medium
JE101166,1.0,statistical_outlier,Statistical outlier for account 'Utilities' (IQR method),0.3171,normal,0.5586,Medium
JE102176,1.0,statistical_outlier,Statistical outlier for account 'Accounts Receivable' (IQR method),0.3158,normal,0.5579,Medium
JE100075,1.0,duplicate,Duplicate vendor+amount+date combination,0.2157,normal,0.5578,Medium
JE108010,1.0,duplicate,Duplicate vendor+amount+date combination,0.2157,normal,0.5578,Medium
JE100651,1.0,statistical_outlier,Statistical outlier for account 'Travel & Expense' (IQR method),0.3153,normal,0.5576,Medium
JE105547,1.0,statistical_outlier,Statistical outlier for account 'Accounts Payable' (IQR method),0.3148,normal,0.5574,Medium
JE100253,1.0,statistical_outlier,Statistical outlier for account 'Office Supplies' (IQR method),0.3147,normal,0.5574,Medium
JE104990,1.0,statistical_outlier,Statistical outlier for account 'Rent' (IQR method),0.3145,normal,0.5572,Medium
JE106739,1.0,statistical_outlier,Statistical outlier for account 'Marketing Spend' (IQR method),0.3144,normal,0.5572,Medium
JE107648,1.0,statistical_outlier,Statistical outlier for account 'Inventory' (IQR method),0.3125,normal,0.5562,Medium
JE103581,1.0,statistical_outlier,Statistical outlier for account 'Accounts Payable' (IQR method),0.3117,normal,0.5558,Medium
JE105036,1.0,statistical_outlier,Statistical outlier for account 'Accounts Receivable' (IQR method),0.309,normal,0.5545,Medium
JE100375,1.0,statistical_outlier,Statistical outlier for account 'Accounts Receivable' (IQR method),0.307,normal,0.5535,Medium
JE104378,1.0,statistical_outlier,Statistical outlier for account 'Office Supplies' (IQR method),0.3064,normal,0.5532,Medium
JE106184,1.0,statistical_outlier,Statistical outlier for account 'Inventory' (IQR method),0.3049,normal,0.5524,Medium
JE103528,1.0,statistical_outlier,Statistical outlier for account 'Consulting Fees' (IQR method),0.3047,normal,0.5524,Medium
JE108062,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.7042,anomaly,0.5521,Medium
JE103603,1.0,statistical_outlier,Statistical outlier for account 'Rent' (IQR method),0.3042,normal,0.5521,Medium
JE106317,1.0,statistical_outlier,Statistical outlier for account 'Accounts Receivable' (IQR method),0.3038,normal,0.5519,Medium
JE100932,1.0,statistical_outlier,Statistical outlier for account 'Accounts Receivable' (IQR method),0.3012,normal,0.5506,Medium
JE101708,1.0,statistical_outlier,Statistical outlier for account 'Utilities' (IQR method),0.3009,normal,0.5504,Medium
JE102529,1.0,statistical_outlier,Statistical outlier for account 'Travel & Expense' (IQR method),0.3006,normal,0.5503,Medium
JE103366,1.0,statistical_outlier,Statistical outlier for account 'Accounts Receivable' (IQR method),0.2999,normal,0.55,Medium
JE107260,1.0,statistical_outlier,Statistical outlier for account 'Accounts Payable' (IQR method),0.2996,normal,0.5498,Medium
JE106862,1.0,statistical_outlier,Statistical outlier for account 'Accounts Payable' (IQR method),0.2991,normal,0.5496,Medium
JE103320,1.0,statistical_outlier,Statistical outlier for account 'Consulting Fees' (IQR method),0.299,normal,0.5495,Medium
JE103266,1.0,statistical_outlier,Statistical outlier for account 'Inventory' (IQR method),0.2972,normal,0.5486,Medium
JE101084,2.0,"off_hours_weekend, statistical_outlier",Posted on weekend or outside business hours | Statistical outlier for account 'Accounts Payable' (IQR method),0.297,normal,0.5485,Medium
JE101162,1.0,statistical_outlier,Statistical outlier for account 'Marketing Spend' (IQR method),0.2955,normal,0.5478,Medium
JE106988,1.0,statistical_outlier,Statistical outlier for account 'Utilities' (IQR method),0.2945,normal,0.5472,Medium
JE108000,1.0,statistical_outlier,Statistical outlier for account 'Payroll' (IQR method),0.2938,normal,0.5469,Medium
JE101110,1.0,statistical_outlier,Statistical outlier for account 'Payroll' (IQR method),0.2936,normal,0.5468,Medium
JE105205,1.0,statistical_outlier,Statistical outlier for account 'Travel & Expense' (IQR method),0.2934,normal,0.5467,Medium
JE103435,1.0,statistical_outlier,Statistical outlier for account 'Consulting Fees' (IQR method),0.2933,normal,0.5467,Medium
JE104856,1.0,statistical_outlier,Statistical outlier for account 'Accounts Receivable' (IQR method),0.2932,normal,0.5466,Medium
JE105112,1.0,statistical_outlier,Statistical outlier for account 'Marketing Spend' (IQR method),0.2926,normal,0.5463,Medium
JE107767,1.0,statistical_outlier,Statistical outlier for account 'Marketing Spend' (IQR method),0.2922,normal,0.5461,Medium
JE105377,1.0,statistical_outlier,Statistical outlier for account 'Rent' (IQR method),0.2915,normal,0.5458,Medium
JE107256,1.0,statistical_outlier,Statistical outlier for account 'Rent' (IQR method),0.2912,normal,0.5456,Medium
JE101520,1.0,statistical_outlier,Statistical outlier for account 'Accounts Payable' (IQR method),0.2903,normal,0.5452,Medium
