transaction_id,ml_anomaly_score,ml_flag
JE100963,0.1479,normal
JE106736,0.3077,normal
JE105211,0.1618,normal
JE100626,0.1789,normal
JE104348,0.2417,normal
JE101812,0.3073,normal
JE108000,0.2938,normal
JE107919,0.2611,normal
JE100622,0.1416,normal
JE100222,0.2983,normal
JE105754,0.2228,normal
JE100713,0.3359,normal
JE102523,0.1356,normal
JE103731,0.3348,normal
JE104699,0.235,normal
JE101108,0.2814,normal
JE102039,0.1304,normal
JE107648,0.3125,normal
JE102786,0.3884,normal
JE102204,0.1661,normal
JE103059,0.1562,normal
JE103424,0.1668,normal
JE104709,0.2705,normal
JE100664,0.1456,normal
JE100685,0.2634,normal
JE100173,0.3853,normal
JE106612,0.168,normal
JE100511,0.1295,normal
JE108044,0.4457,anomaly
JE104290,0.4215,normal
JE104356,0.2419,normal
JE106163,0.1888,normal
JE107044,0.143,normal
JE104548,0.2718,normal
JE102843,0.221,normal
JE106499,0.1266,normal
JE104551,0.3007,normal
JE105421,0.1374,normal
JE100001,0.1476,normal
JE106763,0.3442,normal
JE103619,0.1583,normal
JE101189,0.2089,normal
JE102630,0.1618,normal
JE103831,0.2006,normal
JE103497,0.4143,normal
JE107393,0.2733,normal
JE106068,0.5059,anomaly
JE105789,0.1502,normal
JE101911,0.1732,normal
JE100474,0.2163,normal
JE105451,0.2207,normal
JE103476,0.2466,normal
JE104489,0.1345,normal
JE100707,0.2351,normal
JE108089,0.5315,anomaly
JE106181,0.463,anomaly
JE103266,0.2972,normal
JE107664,0.307,normal
JE102702,0.3294,normal
JE107623,0.1674,normal
JE101345,0.2287,normal
JE106940,0.4614,anomaly
JE105839,0.2773,normal
JE103203,0.3137,normal
JE104638,0.0885,normal
JE100333,0.5332,anomaly
JE102795,0.4631,anomaly
JE106001,0.1259,normal
JE100060,0.284,normal
JE104125,0.1103,normal
JE106834,0.2617,normal
JE105553,0.1874,normal
JE106179,0.1377,normal
JE103434,0.1957,normal
JE100148,0.324,normal
JE100616,0.1803,normal
JE107233,0.1821,normal
JE106355,0.2936,normal
JE100651,0.3153,normal
JE103847,0.1575,normal
JE105864,0.3871,normal
JE101590,0.1968,normal
JE102369,0.2475,normal
JE104742,0.2315,normal
JE102001,0.1845,normal
JE106429,0.2478,normal
JE105552,0.2557,normal
JE103177,0.3194,normal
JE103535,0.3687,normal
JE107821,0.3053,normal
JE100351,0.419,normal
JE105375,0.5339,anomaly
JE101985,0.2685,normal
JE102645,0.2228,normal
JE102092,0.1787,normal
JE105056,0.1359,normal
JE102044,0.1524,normal
JE105616,0.2225,normal
JE103118,0.3656,normal
JE107782,0.2622,normal
JE107109,0.2453,normal
JE107824,0.1764,normal
JE107171,0.0846,normal
JE103940,0.336,normal
JE105376,0.2659,normal
JE104097,0.2219,normal
JE102067,0.1554,normal
JE105481,0.2149,normal
JE104966,0.2338,normal
JE106818,0.2081,normal
JE105740,0.3218,normal
JE106909,0.2215,normal
JE108045,0.3818,normal
JE106282,0.2321,normal
JE104071,0.1449,normal
JE104818,0.1666,normal
JE102925,0.1477,normal
JE104385,0.1122,normal
JE104109,0.1809,normal
JE102851,0.2807,normal
JE104871,0.3223,normal
JE105528,0.1998,normal
JE104773,0.3723,normal
JE104553,0.2681,normal
JE104247,0.1973,normal
JE104602,0.2444,normal
JE107428,0.2528,normal
JE101545,0.147,normal
JE107118,0.3588,normal
JE103448,0.0965,normal
JE106277,0.4011,normal
JE101486,0.2483,normal
JE101062,0.27,normal
JE102417,0.2512,normal
JE101236,0.2361,normal
JE106955,0.4511,anomaly
JE107983,0.1521,normal
JE104324,0.3959,normal
JE103074,0.2402,normal
JE101119,0.2635,normal
JE102739,0.2258,normal
JE100748,0.2965,normal
JE105267,0.2049,normal
JE107964,0.1318,normal
JE107214,0.0925,normal
JE107912,0.2028,normal
JE108107,0.6478,anomaly
JE105837,0.2478,normal
JE103183,0.2207,normal
JE104402,0.1565,normal
JE104470,0.338,normal
JE103506,0.196,normal
JE101011,0.1636,normal
JE102303,0.2435,normal
JE103683,0.2147,normal
JE102610,0.2224,normal
JE102285,0.3259,normal
JE106310,0.1687,normal
JE100988,0.2018,normal
JE102652,0.2615,normal
JE103436,0.1612,normal
JE103341,0.1958,normal
JE107614,0.3509,normal
JE103113,0.315,normal
JE105510,0.2844,normal
JE107665,0.2783,normal
JE106505,0.0819,normal
JE102990,0.4097,normal
JE105446,0.3027,normal
JE103339,0.2385,normal
JE103382,0.2724,normal
JE103053,0.214,normal
JE105637,0.4372,normal
JE100471,0.1342,normal
JE105333,0.1889,normal
JE106875,0.2308,normal
JE107415,0.3865,normal
JE107582,0.2978,normal
JE104291,0.2187,normal
JE101791,0.1445,normal
JE103114,0.5209,anomaly
JE103767,0.3138,normal
JE103629,0.3083,normal
JE101277,0.3559,normal
JE105361,0.4145,normal
JE102942,0.1844,normal
JE101488,0.2616,normal
JE102324,0.3298,normal
JE103616,0.2583,normal
JE102743,0.4174,normal
JE100916,0.1571,normal
JE103231,0.2214,normal
JE101392,0.2818,normal
JE101618,0.3111,normal
JE103029,0.1656,normal
JE105585,0.3588,normal
JE106990,0.2127,normal
JE102141,0.3758,normal
JE100741,0.1282,normal
JE100130,0.2385,normal
JE100192,0.281,normal
JE105083,0.2805,normal
JE103264,0.4373,normal
JE103372,0.3288,normal
JE104942,0.3643,normal
JE105945,0.1769,normal
JE101758,0.1965,normal
JE106537,0.1558,normal
JE101443,0.287,normal
JE107483,0.3268,normal
JE105661,0.1576,normal
JE106989,0.287,normal
JE106558,0.2298,normal
JE100843,0.245,normal
JE100832,0.1644,normal
JE101018,0.1991,normal
JE106273,0.1612,normal
JE106691,0.1555,normal
JE101731,0.3578,normal
JE100841,0.2068,normal
JE105796,0.2837,normal
JE103370,0.2372,normal
JE104880,0.3814,normal
JE102608,0.2817,normal
JE104411,0.3547,normal
JE101283,0.2548,normal
JE103550,0.1632,normal
JE100193,0.2686,normal
JE103301,0.2,normal
JE105069,0.0805,normal
JE103469,0.231,normal
JE102255,0.3068,normal
JE104024,0.2608,normal
JE100537,0.1492,normal
JE105002,0.3322,normal
JE100786,0.2319,normal
JE105899,0.1428,normal
JE103930,0.2774,normal
JE104933,0.2637,normal
JE101052,0.2314,normal
JE102554,0.2559,normal
JE102890,0.316,normal
JE103660,0.3523,normal
JE105248,0.1264,normal
JE103627,0.2432,normal
JE103562,0.0657,normal
JE104080,0.2219,normal
JE101749,0.3006,normal
JE106452,0.231,normal
JE101901,0.3005,normal
JE107387,0.2317,normal
JE106685,0.1911,normal
JE103438,0.1037,normal
JE101339,0.1458,normal
JE103632,0.327,normal
JE105949,0.2824,normal
JE103979,0.1906,normal
JE107673,0.3997,normal
JE105419,0.2964,normal
JE100861,0.4037,normal
JE102374,0.2452,normal
JE103287,0.2805,normal
JE107860,0.1684,normal
JE103547,0.0736,normal
JE108026,0.4419,anomaly
JE102611,0.1634,normal
JE106374,0.2555,normal
JE103922,0.3483,normal
JE105084,0.2079,normal
JE104601,0.2061,normal
JE100428,0.3538,normal
JE101209,0.1832,normal
JE102685,0.2494,normal
JE103465,0.1364,normal
JE102014,0.2726,normal
JE100390,0.2362,normal
JE100617,0.2561,normal
JE101307,0.0972,normal
JE100718,0.1438,normal
JE100029,0.174,normal
JE100373,0.2126,normal
JE101391,0.0989,normal
JE104192,0.229,normal
JE104180,0.2602,normal
JE106785,0.4864,anomaly
JE100319,0.1583,normal
JE107862,0.2922,normal
JE104779,0.231,normal
JE100005,0.2868,normal
JE101931,0.3038,normal
JE105121,0.419,normal
JE103557,0.2794,normal
JE105238,0.2106,normal
JE105182,0.293,normal
JE100688,0.2954,normal
JE107507,0.3676,normal
JE107255,0.2259,normal
JE104563,0.2407,normal
JE102853,0.3509,normal
JE106110,0.2749,normal
JE101353,0.2881,normal
JE103899,0.1947,normal
JE102143,0.2071,normal
JE101676,0.2474,normal
JE101043,0.3288,normal
JE100360,0.234,normal
JE106634,0.2588,normal
JE104259,0.0874,normal
JE102960,0.2301,normal
JE100975,0.3713,normal
JE100666,0.246,normal
JE102996,0.2022,normal
JE102763,0.1913,normal
JE101290,0.2673,normal
JE104464,0.2768,normal
JE106238,0.3913,normal
JE105246,0.4959,anomaly
JE101041,0.4039,normal
JE104446,0.1798,normal
JE104421,0.3695,normal
JE107312,0.1992,normal
JE102148,0.4257,normal
JE105618,0.1231,normal
JE100722,0.2603,normal
JE107981,0.2558,normal
JE102715,0.2403,normal
JE102471,0.1746,normal
JE101351,0.2021,normal
JE105515,0.4151,normal
JE105193,0.3685,normal
JE100740,0.1078,normal
JE102482,0.3477,normal
JE100730,0.2457,normal
JE100922,0.4336,normal
JE100969,0.1949,normal
JE103361,0.186,normal
JE105541,0.3018,normal
JE100934,0.1662,normal
JE100442,0.2927,normal
JE102442,0.2452,normal
JE105217,0.2289,normal
JE101095,0.1855,normal
JE105876,0.1432,normal
JE101929,0.209,normal
JE105882,0.2973,normal
JE102114,0.076,normal
JE100427,0.1541,normal
JE105693,0.2912,normal
JE102994,0.2525,normal
JE104561,0.414,normal
JE105203,0.2861,normal
JE104666,0.1976,normal
JE101907,0.2324,normal
JE101243,0.2814,normal
JE101846,0.1984,normal
JE101497,0.4348,normal
JE107031,0.1839,normal
JE100464,0.3915,normal
JE104512,0.2982,normal
JE103803,0.1771,normal
JE105389,0.2239,normal
JE100453,0.1516,normal
JE102917,0.245,normal
JE104554,0.2099,normal
JE104865,0.3249,normal
JE103815,0.3621,normal
JE105825,0.3157,normal
JE104837,0.3895,normal
JE103601,0.1948,normal
JE108137,0.542,anomaly
JE102573,0.2022,normal
JE103692,0.1857,normal
JE107422,0.2504,normal
JE106725,0.1755,normal
JE104843,0.4047,normal
JE104897,0.3005,normal
JE100665,0.1414,normal
JE104570,0.3999,normal
JE105572,0.1287,normal
JE105912,0.2713,normal
JE107153,0.3864,normal
JE100925,0.3118,normal
JE101838,0.3751,normal
JE100406,0.2077,normal
JE100189,0.2413,normal
JE104377,0.2471,normal
JE105346,0.3058,normal
JE103693,0.4597,anomaly
JE105669,0.1626,normal
JE101697,0.1442,normal
JE101652,0.1731,normal
JE101615,0.2807,normal
JE106128,0.3677,normal
JE100399,0.1477,normal
JE104383,0.2996,normal
JE102588,0.326,normal
JE106887,0.1767,normal
JE103325,0.2984,normal
JE103733,0.1725,normal
JE104133,0.2983,normal
JE100136,0.239,normal
JE107845,0.2185,normal
JE106979,0.2999,normal
JE104767,0.3903,normal
JE104298,0.1451,normal
JE103912,0.2502,normal
JE103064,0.134,normal
JE106968,0.1736,normal
JE102220,0.1489,normal
JE104453,0.3407,normal
JE100890,0.3337,normal
JE103318,0.3379,normal
JE101792,0.2394,normal
JE106621,0.3111,normal
JE106783,0.3384,normal
JE100808,0.2829,normal
JE100751,0.1628,normal
JE106018,0.1562,normal
JE106418,0.1687,normal
JE102737,0.2186,normal
JE104399,0.2609,normal
JE107100,0.2494,normal
JE104189,0.2422,normal
JE104798,0.2334,normal
JE106766,0.3633,normal
JE100308,0.2925,normal
JE103358,0.4438,anomaly
JE100158,0.3358,normal
JE103855,0.172,normal
JE102422,0.1837,normal
JE102453,0.1809,normal
JE102563,0.1318,normal
JE107977,0.2577,normal
JE103229,0.2553,normal
JE102353,0.3063,normal
JE104641,0.449,anomaly
JE106552,0.3376,normal
JE102889,0.3561,normal
JE101241,0.2243,normal
JE103426,0.1847,normal
JE105310,0.2346,normal
JE101464,0.1535,normal
JE100980,0.1705,normal
JE103862,0.2596,normal
JE100729,0.1766,normal
JE106672,0.1567,normal
JE103482,0.3276,normal
JE105716,0.2166,normal
JE104115,0.267,normal
JE104556,0.2418,normal
JE103873,0.1992,normal
JE105551,0.0774,normal
JE103707,0.1536,normal
JE104231,0.2025,normal
JE100090,0.2124,normal
JE103092,0.2698,normal
JE100040,0.3498,normal
JE103466,0.211,normal
JE102102,0.2586,normal
JE107261,0.5655,anomaly
JE102297,0.3126,normal
JE106521,0.2946,normal
JE108057,0.6389,anomaly
JE101674,0.2001,normal
JE103835,0.3542,normal
JE100505,0.2309,normal
JE107056,0.337,normal
JE106379,0.2237,normal
JE101516,0.304,normal
JE100086,0.0867,normal
JE104134,0.2538,normal
JE103642,0.174,normal
JE103522,0.2794,normal
JE101431,0.283,normal
JE101522,0.3026,normal
JE103067,0.3137,normal
JE102971,0.1919,normal
JE106197,0.3459,normal
JE106285,0.3943,normal
JE106114,0.307,normal
JE106948,0.268,normal
JE100509,0.1476,normal
JE101458,0.0485,normal
JE100315,0.2582,normal
JE102425,0.2097,normal
JE104301,0.1906,normal
JE100653,0.4194,normal
JE105146,0.1307,normal
JE107757,0.2233,normal
JE102312,0.3722,normal
JE106625,0.2419,normal
JE101475,0.2396,normal
JE100334,0.2322,normal
JE107122,0.1938,normal
JE103224,0.2618,normal
JE102663,0.2028,normal
JE102359,0.1713,normal
JE106776,0.29,normal
JE105288,0.2731,normal
JE105088,0.2093,normal
JE104634,0.3035,normal
JE102012,0.2407,normal
JE106373,0.4509,anomaly
JE101183,0.2481,normal
JE104206,0.2748,normal
JE106337,0.1549,normal
JE100684,0.1718,normal
JE100957,0.3761,normal
JE106554,0.2869,normal
JE106971,0.1716,normal
JE103491,0.2731,normal
JE107078,0.4062,normal
JE102984,0.3787,normal
JE105823,0.371,normal
JE102199,0.1831,normal
JE100640,0.348,normal
JE100306,0.1755,normal
JE102457,0.4214,normal
JE104415,0.2482,normal
JE101683,0.1842,normal
JE101327,0.28,normal
JE102812,0.1267,normal
JE107810,0.3984,normal
JE100232,0.1719,normal
JE106087,0.0883,normal
JE107139,0.3575,normal
JE100180,0.4945,anomaly
JE100393,0.2149,normal
JE107829,0.0872,normal
JE106788,0.1313,normal
JE101306,0.4178,normal
JE106369,0.4008,normal
JE100962,0.3601,normal
JE104959,0.2333,normal
JE107003,0.3503,normal
JE101122,0.18,normal
JE106003,0.2595,normal
JE102131,0.4301,normal
JE101035,0.1621,normal
JE107127,0.4354,normal
JE100359,0.4107,normal
JE102125,0.1499,normal
JE101282,0.1994,normal
JE102205,0.2871,normal
JE101342,0.2464,normal
JE107119,0.3153,normal
JE106823,0.3877,normal
JE101750,0.2612,normal
JE102093,0.2482,normal
JE100384,0.1457,normal
JE106780,0.1874,normal
JE107701,0.2709,normal
JE105727,0.2991,normal
JE106944,0.1453,normal
JE103274,0.1272,normal
JE103728,0.4739,anomaly
JE103711,0.2821,normal
JE105739,0.1494,normal
JE107420,0.2484,normal
JE104584,0.2005,normal
JE105697,0.1448,normal
JE106536,0.2745,normal
JE107675,0.1011,normal
JE105344,0.2524,normal
JE103340,0.2057,normal
JE104161,0.1264,normal
JE103992,0.1992,normal
JE107633,0.1443,normal
JE105946,0.3009,normal
JE102352,0.1959,normal
JE103461,0.3498,normal
JE103775,0.1815,normal
JE101366,0.2069,normal
JE100733,0.2053,normal
JE107549,0.2674,normal
JE102922,0.0994,normal
JE104323,0.2317,normal
JE105172,0.3168,normal
JE107835,0.2081,normal
JE106352,0.2493,normal
JE100757,0.3321,normal
JE101060,0.1908,normal
JE107503,0.2348,normal
JE104587,0.4453,anomaly
JE103668,0.1567,normal
JE103984,0.1847,normal
JE107889,0.1805,normal
JE105178,0.3604,normal
JE104364,0.3711,normal
JE107708,0.1144,normal
JE101407,0.1944,normal
JE105766,0.2486,normal
JE106545,0.2311,normal
JE104540,0.3094,normal
JE102879,0.129,normal
JE101527,0.2639,normal
JE105604,0.1416,normal
JE104328,0.2122,normal
JE104555,0.1166,normal
JE103004,0.2507,normal
JE102962,0.1363,normal
JE107272,0.2358,normal
JE106666,0.2742,normal
JE101356,0.2609,normal
JE101068,0.316,normal
JE102126,0.2065,normal
JE107717,0.2293,normal
JE105909,0.2403,normal
JE101679,0.25,normal
JE104178,0.1996,normal
JE102944,0.1783,normal
JE100761,0.2446,normal
JE104059,0.1828,normal
JE107434,0.2681,normal
JE100979,0.2708,normal
JE102718,0.1059,normal
JE103504,0.221,normal
JE101796,0.3433,normal
JE101410,0.2651,normal
JE107625,0.3908,normal
JE107227,0.3228,normal
JE101782,0.1332,normal
JE106927,0.3768,normal
JE101555,0.1033,normal
JE103146,0.2417,normal
JE105280,0.1939,normal
JE104184,0.1335,normal
JE103294,0.1943,normal
JE104957,0.1381,normal
JE107446,0.2179,normal
JE104574,0.2577,normal
JE100705,0.302,normal
JE103746,0.1545,normal
JE104801,0.1774,normal
JE105219,0.3455,normal
JE107045,0.255,normal
JE107298,0.1554,normal
JE102002,0.1816,normal
JE106905,0.186,normal
JE101969,0.1802,normal
JE106116,0.302,normal
JE103819,0.161,normal
JE107050,0.4906,anomaly
JE105073,0.1561,normal
JE101702,0.1292,normal
JE102756,0.5078,anomaly
JE106466,0.2568,normal
JE104148,0.2526,normal
JE103648,0.2998,normal
JE102806,0.276,normal
JE105785,0.2448,normal
JE102095,0.2554,normal
JE102659,0.181,normal
JE106507,0.2289,normal
JE102124,0.2448,normal
JE103336,0.3328,normal
JE102306,0.3297,normal
JE106559,0.4252,normal
JE100695,0.1936,normal
JE107372,0.2121,normal
JE103813,0.1656,normal
JE101885,0.2402,normal
JE103602,0.264,normal
JE107456,0.2351,normal
JE101699,0.3472,normal
JE104541,0.3032,normal
JE101077,0.2152,normal
JE103350,0.2729,normal
JE103523,0.2326,normal
JE100530,0.3788,normal
JE106356,0.3574,normal
JE102712,0.2762,normal
JE103613,0.2055,normal
JE102686,0.3087,normal
JE103480,0.2506,normal
JE105383,0.1372,normal
JE104659,0.1809,normal
JE104636,0.3314,normal
JE106239,0.1511,normal
JE105543,0.2016,normal
JE100526,0.221,normal
JE101649,0.2523,normal
JE106954,0.1424,normal
JE105550,0.1855,normal
JE102186,0.2554,normal
JE106401,0.1328,normal
JE103951,0.3647,normal
JE104353,0.2968,normal
JE104056,0.1691,normal
JE104169,0.3088,normal
JE105380,0.3011,normal
JE103894,0.3002,normal
JE107381,0.2405,normal
JE102579,0.4764,anomaly
JE101593,0.169,normal
JE107343,0.1573,normal
JE100020,0.1628,normal
JE104345,0.3789,normal
JE101429,0.2416,normal
JE104629,0.3234,normal
JE104637,0.2925,normal
JE102839,0.5267,anomaly
JE107179,0.1516,normal
JE105455,0.2495,normal
JE105692,0.2469,normal
JE106215,0.1543,normal
JE105720,0.1687,normal
JE101170,0.2977,normal
JE105136,0.3067,normal
JE104595,0.1639,normal
JE105524,0.1258,normal
JE107603,0.2485,normal
JE103028,0.2863,normal
JE105651,0.2215,normal
JE107640,0.1536,normal
JE106091,0.1651,normal
JE106984,0.1453,normal
JE103614,0.2691,normal
JE100948,0.1537,normal
JE104739,0.219,normal
JE108111,0.6191,anomaly
JE106415,0.2116,normal
JE107105,0.3045,normal
JE104172,0.115,normal
JE105331,0.2019,normal
JE105926,0.1981,normal
JE102175,0.0871,normal
JE100905,0.0938,normal
JE100084,0.3793,normal
JE102671,0.1845,normal
JE106008,0.2313,normal
JE103527,0.2332,normal
JE103845,0.249,normal
JE104571,0.1935,normal
JE105627,0.1713,normal
JE105254,0.2269,normal
JE107472,0.1189,normal
JE101524,0.245,normal
JE106808,0.2154,normal
JE101389,0.1986,normal
JE101024,0.3188,normal
JE101626,0.2558,normal
JE106351,0.4144,normal
JE103999,0.4003,normal
JE101147,0.18,normal
JE100679,0.2618,normal
JE105723,0.2592,normal
JE102594,0.1791,normal
JE105234,0.1945,normal
JE102883,0.1279,normal
JE102335,0.2183,normal
JE103583,0.3742,normal
JE102723,0.2879,normal
JE106182,0.3305,normal
JE101669,0.3464,normal
JE107520,0.3955,normal
JE101850,0.3575,normal
JE103095,0.2782,normal
JE101515,0.2266,normal
JE106861,0.2049,normal
JE100378,0.2066,normal
JE103225,0.0797,normal
JE101556,0.1924,normal
JE105228,0.3241,normal
JE102437,0.1718,normal
JE106705,0.1368,normal
JE103312,0.3717,normal
JE107271,0.2861,normal
JE104037,0.1972,normal
JE107514,0.1202,normal
JE101725,0.2285,normal
JE107901,0.26,normal
JE103572,0.1748,normal
JE102035,0.2311,normal
JE101592,0.3552,normal
JE102557,0.2809,normal
JE103453,0.2821,normal
JE108025,0.1556,normal
JE107317,0.1886,normal
JE106106,0.2078,normal
JE107146,0.3699,normal
JE104732,0.1594,normal
JE104694,0.4559,anomaly
JE100947,0.2833,normal
JE102243,0.2034,normal
JE102517,0.1573,normal
JE107178,0.3015,normal
JE108098,0.5031,anomaly
JE101964,0.2986,normal
JE106721,0.24,normal
JE106740,0.0836,normal
JE106754,0.1784,normal
JE102040,0.2093,normal
JE107258,0.3324,normal
JE105224,0.3091,normal
JE105200,0.3808,normal
JE101001,0.3126,normal
JE107384,0.2534,normal
JE100608,0.2627,normal
JE101562,0.1812,normal
JE105335,0.0875,normal
JE103151,0.2522,normal
JE104381,0.1349,normal
JE105461,0.2723,normal
JE100379,0.3273,normal
JE107500,0.203,normal
JE102308,0.22,normal
